# Smallest time delta is   9.536743164062500E-007
#     Size  Iter         FILL                COPY                 DAXPY                 DOT
       30   200   0.99   1.09   1.10  46.06  61.21  62.32  84.82  92.26  92.55  20.62  23.23  23.32
       36   200   1.30   1.43   1.44  58.58  65.15  65.78  87.79  96.94  97.44  24.13  26.44  26.62
       44   200   1.96   1.97   1.98  69.25  71.11  71.33  96.05  98.87  99.80  28.18  28.56  28.91
       53   200   1.73   1.93   1.94  68.98  75.73  76.15  96.36 105.36 105.88  26.61  29.63  31.59
       64   200   3.54   3.59   3.60  77.74  79.19  79.63  99.72 102.22 103.31  28.89  29.57  29.60
       78   200   2.63   2.94   2.96  73.73  82.94  84.05  91.67 101.87 103.86  29.26  32.10  32.43
       94   200   2.74   2.78   2.78  85.62  88.12  88.98 100.55 103.78 105.20  30.41  30.92  30.95
      114   200   3.21   3.55   3.58  80.73  90.33  91.36  94.98 104.39 106.35  29.09  32.03  32.27
      138   200   4.17   4.20   4.21  91.00  94.27  94.71  90.42  92.45  92.60  32.23  33.12  33.30
      168   200   3.34   3.69   3.72  85.50  96.02  96.93  89.41  98.36  99.28  31.52  34.38  34.64
      203   200   4.37   4.44   4.45  96.86  99.56 100.04 100.60 103.21 103.86  33.61  34.27  34.38
      246   200   3.89   3.97   4.22  97.34 101.05 101.43 106.75 110.00 111.69  34.22  34.93  34.97
      297   200   4.45   4.88   4.92  90.14 101.63 102.56 107.08 117.44 119.11  31.85  34.54  34.86
      360   200   4.79   4.87   4.88 100.67 104.17 104.36 113.37 117.69 120.08  35.06  35.60  35.64
      436   200   4.54   4.63   4.64 101.58 105.20 105.40 115.80 120.54 122.44  34.89  35.45  35.51
      527   200   4.48   4.94   4.99  93.20 106.23 107.20 108.66 120.04 122.02  32.67  35.66  35.95
      638   200   4.98   5.06   5.07  98.77 103.18 103.52 122.38 125.16 128.85  35.06  35.57  35.62
      773   200   5.03   5.12   5.14  98.99 103.11 103.43 126.69 128.80 131.06  35.26  35.92  35.99
      936   200   4.73   5.25   5.30  91.07 104.63 105.70 113.58 128.85 135.84  32.88  35.89  36.20
     1133   200   5.14   5.22   5.23 101.98 106.73 106.97 124.06 132.91 136.31  35.54  36.15  36.22
     1371   200   5.23   5.32   5.33 101.96 107.45 107.75 126.35 130.98 133.42  34.91  35.54  35.67
     1660   200   5.14   5.24   5.25  98.30 102.16 102.43 129.24 134.07 137.92  35.55  36.08  36.15
